Seller_ID,Name,City,Locality,Latitude,Longitude,Product,Price_per_kg,Rating,Stock_quantity,Verified,Cluster,Email,Mobile
SELL0033,Mahesh Chavan,Guwahati,Dispur,26.1445,91.7362,Onions,14.86,3.0,343,No,3,mahesh.chavan92@yahoo.in,9296093519
SELL0034,Mahesh Joshi,Surat,Adajan,21.1702,72.8311,Tomatoes,24.66,4.9,62,No,2,mahesh.joshi67@gmail.com,8796678579
SELL0035,Sunil Sharma,Jaipur,Malviya Nagar,26.85,75.815,Onions,29.87,4.0,387,Yes,1,sunil.sharma23@outlook.com,9756526383
SELL0036,Deepak Joshi,Surat,Adajan,21.1702,72.8311,Tomatoes,30.62,3.5,424,No,2,deepak.joshi25@outlook.com,7444044716
SELL0037,Ajay Shinde,Mumbai,Andheri,19.1197,72.8468,Ginger,41.99,3.4,289,No,2,ajay.shinde92@yahoo.in,9564100504
SELL0038,Shivam Rane,Delhi,Karol Bagh,28.6518,77.1905,Green Chillies,57.81,4.6,443,No,1,shivam.rane23@outlook.com,7976123570
SELL0039,Sunil Kamble,Ahmedabad,Navrangpura,23.0415,72.56,Onions,42.63,4.2,418,Yes,2,sunil.kamble45@outlook.com,8212282641
SELL0040,Suresh Joshi,Jaipur,Malviya Nagar,26.85,75.815,Potatoes,50.34,3.4,58,Yes,1,suresh.joshi43@outlook.com,9504654204
SELL0041,Ajay Rathod,Hyderabad,Gachibowli,17.4448,78.3498,Onions,12.68,2.6,50,Yes,0,ajay.rathod16@yahoo.in,9978055464
SELL0042,Nitin Naik,Mumbai,Andheri,19.1197,72.8468,Green Chillies,51.95,2.7,109,Yes,2,nitin.naik61@yahoo.in,8125433692
SELL0043,Nitin Joshi,Guwahati,Dispur,26.1445,91.7362,Garlic,21.82,3.6,11,Yes,3,nitin.joshi98@outlook.com,9170567991
SELL0044,Shivam Patil,Jaipur,Malviya Nagar,26.85,75.815,Potatoes,33.56,4.8,33,No,1,shivam.patil17@outlook.com,7726544584
SELL0045,Santosh Thakur,Delhi,Karol Bagh,28.6518,77.1905,Green Chillies,42.22,4.3,320,No,1,santosh.thakur53@outlook.com,9175185126
SELL0046,Kiran Bhosale,Shimla,Mall Road,31.1048,77.1734,Potatoes,45.03,3.7,292,Yes,1,kiran.bhosale58@outlook.com,8928111447
SELL0047,Rajesh Sawant,Chennai,T. Nagar,13.0418,80.2332,Green Chillies,20.4,2.7,90,No,4,rajesh.sawant14@outlook.com,7983459962
SELL0048,Santosh Joshi,Bhopal,TT Nagar,23.2333,77.4333,Tomatoes,50.74,4.6,431,No,0,santosh.joshi87@outlook.com,8534251893
SELL0049,Ajay Rathod,Delhi,Karol Bagh,28.6518,77.1905,Tomatoes,16.87,4.1,217,No,1,ajay.rathod43@outlook.com,7370248604
SELL0050,Shivam Rathod,Lucknow,Hazratganj,26.8505,80.9467,Green Chillies,29.57,4.3,167,No,1,shivam.rathod25@outlook.com,8127598567
SELL0051,Rajesh More,Mumbai,Andheri,19.1197,72.8468,Garlic,31.2,3.5,398,No,2,rajesh.more51@outlook.com,8139121471
SELL0052,Ganesh Gaikwad,Bengaluru,Whitefield,12.9698,77.7499,Onions,54.4,3.6,176,No,4,ganesh.gaikwad73@yahoo.in,8618934492
SELL0053,Prakash Rane,Guwahati,Dispur,26.1445,91.7362,Ginger,47.88,3.6,377,Yes,3,prakash.rane78@gmail.com,9276627154
SELL0054,Dinesh Patil,Ahmedabad,Navrangpura,23.0415,72.56,Onions,14.26,2.9,178,Yes,2,dinesh.patil71@outlook.com,8631278609
SELL0055,Shivam Salunkhe,Delhi,Karol Bagh,28.6518,77.1905,Garlic,11.97,3.7,161,Yes,1,shivam.salunkhe61@outlook.com,9300909420
SELL0056,Anil Shinde,Chennai,T. Nagar,13.0418,80.2332,Ginger,30.98,3.8,269,Yes,4,anil.shinde60@gmail.com,9388932279
SELL0057,Nitin Naik,Chennai,T. Nagar,13.0418,80.2332,Ginger,32.98,3.7,308,No,4,nitin.naik84@outlook.com,9892337870
SELL0058,Ashok Sharma,Guwahati,Dispur,26.1445,91.7362,Green Chillies,13.07,3.5,39,Yes,3,ashok.sharma35@yahoo.in,7931307615
SELL0059,Sunil Kulkarni,Patna,Boring Road,25.6127,85.1582,Onions,18.99,2.5,368,Yes,3,sunil.kulkarni38@outlook.com,9853040996
SELL0060,Ramesh Bhosale,Indore,Vijay Nagar,22.75,75.892,Green Chillies,37.01,3.8,286,Yes,0,ramesh.bhosale52@yahoo.in,9367487728
SELL0061,Ajay Rathod,Hyderabad,Gachibowli,17.4448,78.3498,Onions,16.92,4.0,221,Yes,0,ajay.rathod16@yahoo.in,7708900789
SELL0062,Anil Rathod,Ranchi,Lalpur,23.3619,85.338,Potatoes,29.5,3.2,421,Yes,3,anil.rathod55@yahoo.in,7657000627
SELL0063,Deepak Thakur,Hyderabad,Gachibowli,17.4448,78.3498,Ginger,24.2,4.3,244,No,0,deepak.thakur81@gmail.com,9779472058
SELL0064,Suresh Thakur,Jaipur,Malviya Nagar,26.85,75.815,Green Chillies,54.62,2.6,82,No,1,suresh.thakur42@gmail.com,8699927952
SELL0065,Ganesh Rathod,Jaipur,Malviya Nagar,26.85,75.815,Tomatoes,13.44,3.3,47,No,1,ganesh.rathod72@outlook.com,8541390447
SELL0066,Prakash Deshmukh,Pune,Shivaji Nagar,18.53,73.8526,Potatoes,13.7,5.0,273,Yes,2,prakash.deshmukh97@gmail.com,8475688247
SELL0067,Ravi Pawar,Nagpur,Dharampeth,21.1458,79.0882,Green Chillies,20.01,4.7,366,Yes,0,ravi.pawar17@gmail.com,7937817896
SELL0068,Ganesh Joshi,Bhopal,TT Nagar,23.2333,77.4333,Green Chillies,14.59,4.6,92,Yes,0,ganesh.joshi11@outlook.com,9456502519
SELL0069,Mahesh More,Shimla,Mall Road,31.1048,77.1734,Potatoes,42.77,3.8,149,Yes,1,mahesh.more38@outlook.com,8704617568
SELL0070,Prakash More,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Tomatoes,37.6,4.7,25,Yes,4,prakash.more29@outlook.com,7360802738
SELL0071,Dinesh Naik,Mumbai,Andheri,19.1197,72.8468,Garlic,52.45,2.7,49,No,2,dinesh.naik78@outlook.com,8736061767
SELL0072,Rajesh Kulkarni,Jaipur,Malviya Nagar,26.85,75.815,Ginger,45.16,3.3,390,No,1,rajesh.kulkarni77@yahoo.in,7269111525
SELL0073,Arvind Chavan,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Onions,35.65,2.9,73,Yes,4,arvind.chavan27@yahoo.in,9222887984
SELL0074,Mahesh Deshmukh,Nagpur,Dharampeth,21.1458,79.0882,Tomatoes,45.28,5.0,2,Yes,0,mahesh.deshmukh60@outlook.com,7292360208
SELL0075,Deepak Jadhav,Ranchi,Lalpur,23.3619,85.338,Green Chillies,23.06,4.3,424,No,3,deepak.jadhav12@gmail.com,8766232456
SELL0076,Mahesh Bhosale,Guwahati,Dispur,26.1445,91.7362,Onions,52.72,4.2,334,No,3,mahesh.bhosale41@yahoo.in,8210464611
SELL0077,Vijay Patil,Jaipur,Malviya Nagar,26.85,75.815,Potatoes,23.66,4.0,7,No,1,vijay.patil52@outlook.com,8253486446
SELL0078,Amit Kulkarni,Ranchi,Lalpur,23.3619,85.338,Ginger,20.65,3.6,236,Yes,3,amit.kulkarni12@yahoo.in,7887829289
SELL0079,Dinesh Kamble,Delhi,Karol Bagh,28.6518,77.1905,Green Chillies,36.36,2.9,461,No,1,dinesh.kamble12@gmail.com,7669434644
SELL0080,Deepak Salunkhe,Ranchi,Lalpur,23.3619,85.338,Ginger,32.09,4.8,238,Yes,3,deepak.salunkhe45@gmail.com,9481193076
SELL0081,Ajay Chavan,Kolkata,Salt Lake,22.5867,88.4173,Green Chillies,31.54,2.9,287,No,3,ajay.chavan10@outlook.com,9836574684
SELL0082,Mahesh Sharma,Bengaluru,Whitefield,12.9698,77.7499,Onions,51.46,3.5,398,Yes,4,mahesh.sharma92@outlook.com,8303811503
SELL0083,Ramesh Gaikwad,Ranchi,Lalpur,23.3619,85.338,Onions,25.22,3.3,409,Yes,3,ramesh.gaikwad91@outlook.com,7269871975
SELL0084,Amit Kulkarni,Ahmedabad,Navrangpura,23.0415,72.56,Ginger,37.82,4.5,211,Yes,2,amit.kulkarni78@yahoo.in,9148551279
SELL0085,Rajesh More,Ranchi,Lalpur,23.3619,85.338,Potatoes,20.32,5.0,209,No,3,rajesh.more87@yahoo.in,7108080148
SELL0086,Vijay More,Delhi,Karol Bagh,28.6518,77.1905,Potatoes,46.62,4.8,445,Yes,1,vijay.more50@yahoo.in,9425576173
SELL0087,Rajesh Rane,Delhi,Karol Bagh,28.6518,77.1905,Green Chillies,57.12,3.8,214,No,1,rajesh.rane62@outlook.com,7358338465
SELL0088,Anil Rane,Chandigarh,Sector 17,30.741,76.7682,Green Chillies,22.97,2.8,372,Yes,1,anil.rane37@yahoo.in,8408240898
SELL0089,Ramesh Kamble,Pune,Shivaji Nagar,18.53,73.8526,Potatoes,49.36,3.7,277,No,2,ramesh.kamble19@yahoo.in,8541065002
SELL0090,Prakash Jadhav,Shimla,Mall Road,31.1048,77.1734,Potatoes,50.97,2.7,137,No,1,prakash.jadhav69@yahoo.in,7155918243
SELL0091,Shivam Thakur,Chandigarh,Sector 17,30.741,76.7682,Garlic,55.81,3.0,49,Yes,1,shivam.thakur71@gmail.com,8790749082
SELL0092,Shivam Yadav,Chennai,T. Nagar,13.0418,80.2332,Onions,36.14,4.2,476,No,4,shivam.yadav35@yahoo.in,8969976206
SELL0093,Mahesh Patil,Chennai,T. Nagar,13.0418,80.2332,Onions,55.63,3.8,438,No,4,mahesh.patil57@outlook.com,7481210922
SELL0094,Anil Gaikwad,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Potatoes,35.07,4.8,287,No,4,anil.gaikwad10@yahoo.in,9926567752
SELL0095,Shivam Rathod,Chennai,T. Nagar,13.0418,80.2332,Potatoes,36.29,2.8,432,Yes,4,shivam.rathod86@gmail.com,9289432338
SELL0096,Arvind Sharma,Surat,Adajan,21.1702,72.8311,Green Chillies,10.99,4.7,328,No,2,arvind.sharma50@gmail.com,8766209447
SELL0097,Deepak Kamble,Nagpur,Dharampeth,21.1458,79.0882,Ginger,15.99,4.5,359,No,0,deepak.kamble70@gmail.com,7844641527
SELL0098,Ravi Salunkhe,Guwahati,Dispur,26.1445,91.7362,Tomatoes,49.88,3.5,420,Yes,3,ravi.salunkhe49@outlook.com,7759498758
SELL0099,Vijay Sawant,Ranchi,Lalpur,23.3619,85.338,Green Chillies,27.72,4.3,374,No,3,vijay.sawant16@yahoo.in,8845949560
SELL0100,Anil Patil,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Onions,57.77,3.2,198,Yes,4,anil.patil18@outlook.com,8181416613
SELL0101,Ajay More,Bengaluru,Whitefield,12.9698,77.7499,Tomatoes,14.28,3.6,8,No,4,ajay.more14@gmail.com,9475044231
SELL0102,Vijay Kulkarni,Bengaluru,Whitefield,12.9698,77.7499,Tomatoes,45.23,3.1,464,Yes,4,vijay.kulkarni54@outlook.com,7368820113
SELL0103,Vijay Pawar,Indore,Vijay Nagar,22.75,75.892,Garlic,48.27,4.8,390,No,0,vijay.pawar86@outlook.com,7344706310
SELL0104,Sunil More,Surat,Adajan,21.1702,72.8311,Ginger,59.37,3.9,243,Yes,2,sunil.more28@gmail.com,7641878571
SELL0105,Santosh Shinde,Bengaluru,Whitefield,12.9698,77.7499,Garlic,31.36,3.6,112,No,4,santosh.shinde44@outlook.com,8904445202
SELL0106,Kiran Rane,Mumbai,Andheri,19.1197,72.8468,Onions,13.98,4.0,47,Yes,2,kiran.rane10@gmail.com,7511173130
SELL0107,Ajay Gaikwad,Guwahati,Dispur,26.1445,91.7362,Green Chillies,13.6,4.2,337,Yes,3,ajay.gaikwad15@outlook.com,7117862679
SELL0108,Sunil Yadav,Bhopal,TT Nagar,23.2333,77.4333,Tomatoes,56.55,2.6,65,Yes,0,sunil.yadav98@gmail.com,7362379849
SELL0109,Amit Gaikwad,Chandigarh,Sector 17,30.741,76.7682,Garlic,36.55,4.7,458,Yes,1,amit.gaikwad83@gmail.com,7740394709
SELL0110,Ajay Salunkhe,Ahmedabad,Navrangpura,23.0415,72.56,Green Chillies,16.64,3.8,346,No,2,ajay.salunkhe36@gmail.com,9182862464
SELL0111,Prakash Rane,Mumbai,Andheri,19.1197,72.8468,Tomatoes,46.97,4.3,264,No,2,prakash.rane81@yahoo.in,7156576554
SELL0112,Rajesh Shinde,Bengaluru,Whitefield,12.9698,77.7499,Garlic,45.37,3.3,483,No,4,rajesh.shinde69@outlook.com,8119412924
SELL0113,Amit Patil,Bengaluru,Whitefield,12.9698,77.7499,Potatoes,56.25,4.3,79,No,4,amit.patil78@yahoo.in,7304338003
SELL0114,Santosh Rathod,Kolkata,Salt Lake,22.5867,88.4173,Green Chillies,27.72,3.3,499,Yes,3,santosh.rathod20@yahoo.in,7737214091
SELL0115,Sunil Rane,Kolkata,Salt Lake,22.5867,88.4173,Ginger,58.84,4.2,84,No,3,sunil.rane93@outlook.com,8288907823
SELL0116,Deepak Shinde,Hyderabad,Gachibowli,17.4448,78.3498,Tomatoes,24.43,2.6,259,No,0,deepak.shinde44@yahoo.in,9974618586
SELL0117,Suresh Rane,Chennai,T. Nagar,13.0418,80.2332,Garlic,34.12,4.0,176,No,4,suresh.rane71@outlook.com,9383874566
SELL0118,Suresh Jadhav,Lucknow,Hazratganj,26.8505,80.9467,Ginger,57.71,2.8,73,Yes,1,suresh.jadhav85@gmail.com,8710614585
SELL0119,Shivam Chavan,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Tomatoes,29.61,3.5,484,No,4,shivam.chavan32@gmail.com,8287011806
SELL0120,Kiran Gaikwad,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Ginger,30.91,4.7,71,Yes,4,kiran.gaikwad38@yahoo.in,7538601641
SELL0121,Kiran Patil,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Green Chillies,44.25,3.8,335,No,4,kiran.patil19@yahoo.in,9531445208
SELL0122,Vijay Rane,Nagpur,Dharampeth,21.1458,79.0882,Onions,29.02,3.0,134,Yes,0,vijay.rane47@outlook.com,7587804407
SELL0123,Anil Kulkarni,Lucknow,Hazratganj,26.8505,80.9467,Garlic,46.65,4.7,132,Yes,1,anil.kulkarni95@yahoo.in,9575482916
SELL0124,Ashok Bhosale,Delhi,Karol Bagh,28.6518,77.1905,Onions,14.0,3.1,255,No,1,ashok.bhosale90@outlook.com,7362640904
SELL0125,Suresh Thakur,Ranchi,Lalpur,23.3619,85.338,Potatoes,48.14,3.8,59,No,3,suresh.thakur55@gmail.com,7904264497
SELL0126,Ravi Deshmukh,Bengaluru,Whitefield,12.9698,77.7499,Green Chillies,39.52,4.8,335,Yes,4,ravi.deshmukh13@outlook.com,9645461750
SELL0127,Ganesh Gaikwad,Ahmedabad,Navrangpura,23.0415,72.56,Potatoes,18.71,2.7,140,Yes,2,ganesh.gaikwad84@yahoo.in,9373400193
SELL0128,Dinesh More,Lucknow,Hazratganj,26.8505,80.9467,Garlic,57.7,4.6,137,Yes,1,dinesh.more88@gmail.com,7478053278
SELL0129,Anil Kulkarni,Surat,Adajan,21.1702,72.8311,Tomatoes,29.89,4.9,419,No,2,anil.kulkarni89@yahoo.in,7273296237
SELL0130,Vijay Naik,Chandigarh,Sector 17,30.741,76.7682,Onions,45.37,3.3,178,Yes,1,vijay.naik98@outlook.com,9667478122
SELL0131,Amit Sharma,Ranchi,Lalpur,23.3619,85.338,Green Chillies,52.62,3.9,403,No,3,amit.sharma12@gmail.com,7735354516
SELL0132,Deepak Yadav,Indore,Vijay Nagar,22.75,75.892,Garlic,58.3,5.0,487,Yes,0,deepak.yadav83@outlook.com,7334601883
SELL0133,Ajay Thakur,Jaipur,Malviya Nagar,26.85,75.815,Onions,26.74,5.0,199,No,1,ajay.thakur25@gmail.com,7671555057
SELL0134,Sunil More,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Potatoes,44.61,4.5,492,Yes,4,sunil.more89@outlook.com,7566866114
SELL0135,Dinesh Chavan,Delhi,Karol Bagh,28.6518,77.1905,Onions,58.11,3.5,198,No,1,dinesh.chavan19@yahoo.in,9723752113
SELL0136,Ramesh Sharma,Patna,Boring Road,25.6127,85.1582,Garlic,41.33,4.5,285,Yes,3,ramesh.sharma93@outlook.com,8224236932
SELL0137,Ramesh Bhosale,Ranchi,Lalpur,23.3619,85.338,Tomatoes,17.12,3.9,107,Yes,3,ramesh.bhosale85@outlook.com,8862169840
SELL0138,Ganesh Shinde,Mumbai,Andheri,19.1197,72.8468,Garlic,15.68,2.6,177,Yes,2,ganesh.shinde34@gmail.com,9424416545
SELL0139,Amit Bhosale,Patna,Boring Road,25.6127,85.1582,Green Chillies,11.31,4.2,253,Yes,3,amit.bhosale80@gmail.com,8209800845
SELL0140,Ajay Thakur,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Green Chillies,53.15,3.6,490,No,4,ajay.thakur26@outlook.com,9674425443
SELL0141,Suresh Chavan,Surat,Adajan,21.1702,72.8311,Green Chillies,25.85,4.0,286,Yes,2,suresh.chavan23@gmail.com,7366206573
SELL0142,Santosh Rane,Indore,Vijay Nagar,22.75,75.892,Green Chillies,32.56,3.5,123,Yes,0,santosh.rane97@outlook.com,9948120044
SELL0143,Deepak Rathod,Ahmedabad,Navrangpura,23.0415,72.56,Tomatoes,44.15,2.9,377,No,2,deepak.rathod62@yahoo.in,8510293760
SELL0144,Amit Deshmukh,Delhi,Karol Bagh,28.6518,77.1905,Onions,30.27,4.8,350,Yes,1,amit.deshmukh42@yahoo.in,9898951002
SELL0145,Ashok Chavan,Shimla,Mall Road,31.1048,77.1734,Green Chillies,35.51,3.2,282,Yes,1,ashok.chavan24@yahoo.in,9373268250
SELL0146,Ravi Jadhav,Surat,Adajan,21.1702,72.8311,Potatoes,39.21,2.7,351,No,2,ravi.jadhav79@outlook.com,8808006885
SELL0147,Mahesh Chavan,Kolkata,Salt Lake,22.5867,88.4173,Ginger,23.09,4.7,245,Yes,3,mahesh.chavan16@yahoo.in,8879614241
SELL0148,Prakash Jadhav,Nagpur,Dharampeth,21.1458,79.0882,Potatoes,41.77,4.5,237,Yes,0,prakash.jadhav29@yahoo.in,7308364040
SELL0149,Nitin Joshi,Kolkata,Salt Lake,22.5867,88.4173,Ginger,19.09,4.1,283,No,3,nitin.joshi34@outlook.com,9322029725
SELL0150,Dinesh Rane,Shimla,Mall Road,31.1048,77.1734,Ginger,53.59,3.1,358,No,1,dinesh.rane92@gmail.com,9935863648
SELL0151,Anil More,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Potatoes,30.33,4.8,412,Yes,4,anil.more24@outlook.com,9289184003
SELL0152,Suresh Pawar,Kolkata,Salt Lake,22.5867,88.4173,Green Chillies,51.01,4.1,272,Yes,3,suresh.pawar69@yahoo.in,8814434987
SELL0153,Deepak Kulkarni,Pune,Shivaji Nagar,18.53,73.8526,Garlic,33.37,3.0,188,Yes,2,deepak.kulkarni85@gmail.com,9826040532
SELL0154,Santosh Thakur,Hyderabad,Gachibowli,17.4448,78.3498,Potatoes,44.45,2.9,441,No,0,santosh.thakur34@yahoo.in,8357493546
SELL0155,Ramesh Thakur,Jaipur,Malviya Nagar,26.85,75.815,Garlic,40.87,4.2,379,Yes,1,ramesh.thakur20@gmail.com,7296796715
SELL0156,Ramesh Jadhav,Bengaluru,Whitefield,12.9698,77.7499,Garlic,25.74,4.6,155,Yes,4,ramesh.jadhav97@outlook.com,7595565230
SELL0157,Ganesh More,Lucknow,Hazratganj,26.8505,80.9467,Onions,34.96,3.0,397,Yes,1,ganesh.more96@gmail.com,7478603786
SELL0158,Ashok Sharma,Bengaluru,Whitefield,12.9698,77.7499,Potatoes,49.92,4.2,59,No,4,ashok.sharma84@outlook.com,9144509811
SELL0159,Nitin Patil,Jaipur,Malviya Nagar,26.85,75.815,Green Chillies,37.75,3.4,83,No,1,nitin.patil60@yahoo.in,9658746574
SELL0160,Prakash Joshi,Ahmedabad,Navrangpura,23.0415,72.56,Tomatoes,30.1,4.9,14,No,2,prakash.joshi92@outlook.com,9692016902
SELL0161,Ashok More,Surat,Adajan,21.1702,72.8311,Potatoes,15.05,3.6,351,No,2,ashok.more15@yahoo.in,8460879382
SELL0162,Arvind Rane,Shimla,Mall Road,31.1048,77.1734,Onions,57.72,2.9,365,Yes,1,arvind.rane81@yahoo.in,8193542957
SELL0163,Ajay Bhosale,Shimla,Mall Road,31.1048,77.1734,Green Chillies,24.07,2.6,319,Yes,1,ajay.bhosale70@gmail.com,7464168935
SELL0164,Ganesh Sharma,Indore,Vijay Nagar,22.75,75.892,Potatoes,20.74,4.9,490,Yes,0,ganesh.sharma88@yahoo.in,8223672777
SELL0165,Dinesh Kamble,Mumbai,Andheri,19.1197,72.8468,Garlic,31.84,4.2,465,Yes,2,dinesh.kamble30@outlook.com,9858552449
SELL0166,Ganesh Thakur,Chennai,T. Nagar,13.0418,80.2332,Ginger,10.56,3.8,225,No,4,ganesh.thakur28@outlook.com,9255552548
SELL0167,Rajesh Patil,Surat,Adajan,21.1702,72.8311,Ginger,46.41,2.8,173,No,2,rajesh.patil96@outlook.com,9427102981
SELL0168,Ajay Gaikwad,Jaipur,Malviya Nagar,26.85,75.815,Onions,59.59,4.5,216,No,1,ajay.gaikwad33@yahoo.in,9532809399
SELL0169,Mahesh Jadhav,Hyderabad,Gachibowli,17.4448,78.3498,Tomatoes,49.79,4.1,218,Yes,0,mahesh.jadhav37@gmail.com,7928797259
SELL0170,Suresh Patil,Ranchi,Lalpur,23.3619,85.338,Ginger,34.9,3.1,165,No,3,suresh.patil32@gmail.com,7695932854
SELL0171,Suresh Thakur,Chandigarh,Sector 17,30.741,76.7682,Ginger,15.15,3.3,342,No,1,suresh.thakur59@yahoo.in,9438936605
SELL0172,Deepak Joshi,Ranchi,Lalpur,23.3619,85.338,Onions,34.4,4.3,431,Yes,3,deepak.joshi79@outlook.com,9868086485
SELL0173,Ajay Patil,Lucknow,Hazratganj,26.8505,80.9467,Green Chillies,33.52,3.3,101,Yes,1,ajay.patil26@outlook.com,7475043272
SELL0174,Sunil Sawant,Shimla,Mall Road,31.1048,77.1734,Potatoes,45.54,3.8,121,No,1,sunil.sawant28@yahoo.in,7102341100
SELL0175,Vijay Shinde,Delhi,Karol Bagh,28.6518,77.1905,Ginger,56.15,3.9,369,Yes,1,vijay.shinde93@yahoo.in,7651183878
